Date,Rainfall (mm),Consecutive_Rainy_Days,Dry_Spell_Duration,Daily_Rainfall_Anomaly
1971-06-08,0.0,0,6,-1.5209677419354841
1971-06-09,3.3,1,0,2.3209677403972995
1971-06-10,0.0,0,1,-0.7056451612903226
1971-06-11,0.0,0,2,-1.7419354838709677
1971-06-12,0.0,0,3,-1.6169354836786947
1971-06-13,0.0,0,4,-1.7346774193548387
1971-06-14,0.0,0,5,-2.0556451612903226
1971-06-15,0.0,0,6,-1.3338709677419356
1971-06-16,0.0,0,7,-0.8008064516129032
1971-06-17,0.0,0,8,-1.413709677419355
1971-06-18,0.3,1,0,-1.171774193548387
1971-06-19,0.0,0,1,-1.0233870967741936
1971-06-20,0.1,1,0,-0.8427419355079051
1971-06-21,0.0,0,1,-0.7701612910916728
1971-06-22,0.0,0,2,-0.9854838709677419
1971-06-23,0.0,0,3,-0.9483870967741935
1971-06-24,0.0,0,4,-1.2919354838709676
1971-06-25,0.0,0,5,-0.7459677411663918
1971-06-26,0.0,0,6,-0.5967741935483871
1971-06-27,0.0,0,7,-0.7508064516129032
1971-06-28,0.0,0,8,-0.7862903225806451
1971-06-29,0.0,0,9,-0.7387096774193548
1971-06-30,0.0,0,10,-0.7798387096774194
1971-07-01,0.0,0,11,-1.0524193548387097
1971-07-02,0.0,0,12,-1.7717741966247558
1971-07-03,0.0,0,13,-1.0790322580885503
1971-07-04,0.0,0,14,-2.15241935483871
1971-07-05,0.0,0,15,-1.689516129032258
1971-07-06,1.0,1,0,-0.6274193548387097
1971-07-07,2.4,2,0,0.4338709677299182
1971-07-08,0.3,3,0,-1.9685483870967742
1971-07-09,2.5,4,0,1.9620967743858215
1971-07-10,41.0,5,0,39.49516129032258
1971-07-11,3.7,6,0,2.4620967741935487
1971-07-12,0.0,0,1,-1.6483870967741936
1971-07-13,1.1,1,0,-0.3701612903225806
1971-07-14,0.0,0,1,-1.4580645163213053
1971-07-15,0.0,0,2,-1.9725806451612902
1971-07-16,0.0,0,3,-1.2983870967741935
1971-07-17,0.0,0,4,-1.2838709677659697
1971-07-18,0.0,0,5,-2.342741935483871
1971-07-19,0.0,0,6,-1.1879032258064517
1971-07-20,0.0,0,7,-0.8943548387096775
1971-07-21,2.0,1,0,0.6346774193548386
1971-07-22,0.0,0,1,-1.7266129032258064
1971-07-23,0.0,0,2,-1.2862903225806452
1971-07-24,18.1,1,0,15.583870967741937
1971-07-25,3.5,2,0,0.8032258064516129
1971-07-26,9.6,3,0,7.979838709677419
1971-07-27,0.0,0,1,-1.7427419352915978
1971-07-28,0.7,1,0,-1.1741935483870969
1971-07-29,0.0,0,1,-1.8016129032258066
1971-07-30,0.0,0,2,-1.7201612903225805
1971-07-31,0.0,0,3,-1.1524193548387098
1971-08-01,0.0,0,4,-2.47258064516129
1971-08-02,0.0,0,5,-2.485483870967742
1971-08-03,2.5,1,0,1.6879032258064517
1971-08-04,0.0,0,1,-1.3048387096774194
1971-08-05,0.0,0,2,-1.6943548387096774
1971-08-06,0.0,0,3,-2.0370967757317326
1971-08-07,0.0,0,4,-2.514516129224531
1971-08-08,0.0,0,5,-1.0153225821833456
1971-08-09,0.0,0,6,-2.2354838694295576
1971-08-10,1.9,1,0,-0.5758064500747189
1971-08-11,0.0,0,1,-2.075806451612903
1971-08-12,0.0,0,2,-2.6491935491561893
1971-08-13,1.2,1,0,-2.491935483870968
1971-08-14,0.5,2,0,-1.4830645161290323
1971-08-15,0.4,3,0,-1.3838709677419354
1971-08-16,0.3,4,0,-1.6935483871208084
1971-08-17,19.2,5,0,15.87741935483871
1971-08-18,4.2,6,0,1.1137096773712867
1971-08-19,0.5,7,0,-2.501612903273875
1971-08-20,0.0,0,1,-2.5370967742416166
1971-08-21,2.9,1,0,-0.9766129034180797
1971-08-22,11.3,2,0,7.42661290341808
1971-08-23,2.5,3,0,-1.9943548388058137
1971-08-24,11.4,4,0,8.462096774193549
1971-08-25,0.0,0,1,-2.3306451612903225
1971-08-26,0.0,0,2,-2.203225806451613
1971-08-27,0.0,0,3,-4.141935483870968
1971-08-28,0.0,0,4,-2.541935483870968
1971-08-29,0.0,0,5,-2.3629032258064515
1971-08-30,0.0,0,6,-2.638709677419355
1971-08-31,0.0,0,7,-3.4120967741935484
1971-09-01,0.9,1,0,-3.1717741935483876
1971-09-02,0.3,2,0,-2.462903225998725
1971-09-03,0.0,0,1,-2.075806451612903
1971-09-04,0.0,0,2,-2.796774193548387
1971-09-05,1.2,1,0,-1.2685483872890473
1971-09-06,0.0,0,1,-2.112096774193548
1971-09-07,0.0,0,2,-3.2879032258064513
1971-09-08,0.0,0,3,-3.226612903225807
1971-09-09,0.0,0,4,-2.0806451609057763
1971-09-10,0.0,0,5,-3.1524193548387096
1971-09-11,0.0,0,6,-2.7419354846400603
1971-09-12,0.0,0,7,-3.7564516129032257
1971-09-13,0.0,0,8,-1.8903225802606152
1971-09-14,0.0,0,9,-1.7870967741935484
1971-09-15,0.0,0,10,-2.4749999999999996
1971-09-16,0.0,0,11,-2.0564516129993624
1971-09-17,3.2,1,0,-0.5
1971-09-18,0.8,2,0,-1.9161290322580646
1971-09-19,21.8,3,0,19.59032258064516
1971-09-20,0.0,0,1,-3.2750000000000004
1971-09-21,0.0,0,2,-3.416129032258065
1971-09-22,0.4,1,0,-1.6919354838709681
1971-09-23,8.6,2,0,6.125
1971-09-24,8.9,3,0,6.341935483870968
1971-09-25,2.9,4,0,0.06290322580645125
1971-09-26,0.0,0,1,-4.916129032258064
1971-09-27,0.0,0,2,-2.835483870967742
1971-09-28,0.0,0,3,-2.942741935483871
1971-09-29,3.3,1,0,-1.1475806451612902
1971-09-30,0.0,0,1,-4.301612903225807
1971-10-01,0.0,0,2,-2.996774193356114
1971-10-02,0.0,0,3,-2.463709677803901
1971-10-03,0.0,0,4,-3.425
1971-10-04,0.0,0,5,-4.029838709677419
1971-10-05,0.0,0,6,-3.3161290322580643
1971-10-06,0.0,0,7,-5.705645162059415
1971-10-07,0.0,0,8,-3.1516129028412605
1971-10-08,0.0,0,9,-3.0451612899380347
1971-10-09,0.0,0,10,-4.020161289938034
1971-10-10,0.0,0,11,-3.681451612903226
1971-10-11,0.0,0,12,-4.537903225806452
1971-10-12,3.2,1,0,-1.9387096778039004
1971-10-13,0.4,2,0,-4.752419354838709
1971-10-14,11.4,3,0,6.588709675881171
1971-10-15,0.0,0,1,-6.774193554539834
1971-10-16,0.0,0,2,-7.070161290322581
1971-10-17,21.4,1,0,13.928225806259338
1971-10-18,0.0,0,1,-9.278225806451612
1971-10-19,15.3,1,0,6.497580645161291
1971-10-20,1.7,2,0,-8.222580645065156
1971-10-21,4.1,3,0,-8.461290322580645
1971-10-22,17.3,4,0,8.090322577568793
1971-10-23,66.2,5,0,51.395967741935486
1971-10-24,68.4,6,0,55.68951612903226
1971-10-25,42.9,7,0,32.464516129032255
1971-10-26,12.2,8,0,1.1991935545398338
1971-10-27,0.5,9,0,-13.620967741935484
1971-10-28,0.0,0,1,-13.95483870967742
1971-10-29,35.9,1,0,25.294354838709676
1971-10-30,0.5,2,0,-12.110483870967743
1971-10-31,1.3,3,0,-11.255645161290323
1971-11-01,0.0,0,1,-12.954838715830157
1971-11-02,0.0,0,2,-16.84354838094404
1971-11-03,0.0,0,3,-16.289516129032258
1971-11-04,14.4,1,0,-2.901612901687619
1971-11-05,0.0,0,1,-17.811290324118833
1971-11-06,0.0,0,2,-16.833064516513577
1971-11-07,0.0,0,3,-18.341129032258067
1971-11-08,0.0,0,4,-19.71693547771823
1971-11-09,0.0,0,5,-18.533064503823557
1971-11-10,0.0,0,6,-16.98629032104246
1971-11-11,0.0,0,7,-14.437096774001274
1971-11-12,19.6,1,0,4.28709677419355
1971-11-13,1.8,2,0,-11.373387096774193
1971-11-14,0.1,3,0,-12.400806450843811
1971-11-15,16.1,4,0,-1.21854838748132
1971-11-16,0.0,0,1,-14.463709677419354
1971-11-17,0.0,0,2,-7.533064522281769
1971-11-18,8.3,1,0,-4.77822580654775
1971-11-19,29.0,2,0,15.36209677419355
1971-11-20,0.0,0,1,-13.97741935483871
1971-11-21,0.0,0,2,-12.029032258064515
1971-11-22,0.0,0,3,-12.64999997538905
1971-11-23,3.7,1,0,-8.265322580669196
1971-11-24,6.3,2,0,-7.565322580645161
1971-11-25,0.0,0,1,-13.210483872505925
1971-11-26,0.5,1,0,-16.60564516138646
1971-11-27,2.8,2,0,-12.349193545310726
1971-11-28,6.2,3,0,-8.277419330227758
1971-11-29,11.6,4,0,-4.180645148984848
1971-11-30,0.0,0,1,-11.195161288784396
1971-12-01,0.0,0,2,-12.991935483895002
1971-12-02,0.1,1,0,-11.408870966203752
1971-12-03,113.1,2,0,99.28790322888281
1971-12-04,66.9,3,0,47.32177419354839
1971-12-05,0.7,4,0,-16.11048387096774
1971-12-06,1.7,5,0,-9.991129032258065
1971-12-07,7.3,6,0,-5.344354838709678
1971-12-08,196.3,7,0,182.40322580645162
1971-12-09,27.7,8,0,20.5
1971-12-10,18.1,9,0,9.753225806451614
1971-12-11,34.2,10,0,27.75967741935484
1971-12-12,12.5,11,0,7.16290322888282
1971-12-13,0.8,12,0,-5.599193572998048
1971-12-14,14.6,13,0,7.718548374791299
1971-12-15,5.8,14,0,-0.9048387035246819
1971-12-16,21.7,15,0,13.158870967741935
1971-12-17,45.7,16,0,39.30564516129033
1971-12-18,0.1,17,0,-7.351612903225806
1971-12-19,0.0,0,1,-7.092741935483871
1971-12-20,0.0,0,2,-7.675806451612903
1971-12-21,0.0,0,3,-4.695161289553488
1971-12-22,0.0,0,4,-7.508064515744486
1971-12-23,0.0,0,5,-6.801612903225807
1971-12-24,0.0,0,6,-6.732258064516128
1971-12-25,0.0,0,7,-8.567741935483872
1971-12-26,0.0,0,8,-4.522580645161291
1971-12-27,0.0,0,9,-5.585483870967742
1971-12-28,0.0,0,10,-5.483870967765969
1971-12-29,0.0,0,11,-4.034677419354839
1971-12-30,0.0,0,12,-4.749193548387097
1971-12-31,0.0,0,13,-4.01370968972483
1972-01-01,0.0,0,14,-4.162903225806452
1972-01-02,0.0,0,15,-3.441129032354201
1972-01-03,0.0,0,16,-2.170161290322581
1972-01-04,0.0,0,17,-2.3733870967741937
1972-01-05,0.0,0,18,-3.029032258076533
1972-01-06,0.0,0,19,-2.864516129032258
1972-01-07,0.0,0,20,-3.702419360991447
1972-01-08,0.0,0,21,-6.720967692713583
1972-01-09,0.0,0,22,-3.205645155137585
1972-01-10,0.0,0,23,-4.063709677419355
1972-01-11,0.0,0,24,-3.1370967741935485
1972-01-12,0.0,0,25,-5.078225806451612
1972-01-13,0.0,0,26,-3.846774193548387
1972-01-14,0.0,0,27,-0.6169354838709677
1972-01-15,0.0,0,28,-2.193548387096774
1972-01-16,0.0,0,29,-0.8903225806451612
1972-01-17,0.0,0,30,-1.7669354838709677
1972-01-18,8.6,1,0,6.914516129032258
1972-01-19,0.2,2,0,-0.4161290322580646
1972-01-20,0.8,3,0,-4.113709677419355
1972-01-21,0.0,0,1,-3.5870967741935487
1972-01-22,0.0,0,2,-3.6887096774193546
1972-01-23,0.0,0,3,-0.8758064516129032
1972-01-24,0.0,0,4,-0.9112903225806451
1972-01-25,0.0,0,5,-1.0120967741935485
1972-01-26,0.0,0,6,-1.1024193548387096
1972-01-27,0.0,0,7,-0.625
1972-01-28,0.0,0,8,-1.296774193548387
1972-01-29,0.0,0,9,-0.7596774193548387
1972-01-30,0.0,0,10,-0.4258064516129032
1972-01-31,0.0,0,11,-0.36774193548387096
1972-02-01,0.0,0,12,-0.32096774193548383
1972-02-02,0.0,0,13,-1.7314516129032258
1972-02-03,0.0,0,14,-1.238709677419355
1972-02-04,0.0,0,15,-0.6717741935483871
1972-02-05,0.0,0,16,-0.6298387096774194
1972-02-06,0.0,0,17,-0.9806451612903226
1972-02-07,0.0,0,18,-2.454032258064516
1972-02-08,0.0,0,19,-1.4637096774193548
1972-02-09,0.0,0,20,-0.7435483870967742
1972-02-10,0.0,0,21,-0.2241935483870968
1972-02-11,0.0,0,22,-0.4620967741935484
1972-02-12,0.0,0,23,-1.1
1972-02-13,0.0,0,24,-0.9096774193548387
1972-02-14,0.0,0,25,-0.3790322580645161
1972-02-15,0.0,0,26,-0.785483870967742
1972-02-16,0.0,0,27,-0.8032258064516129
1972-02-17,0.0,0,28,-0.3717741935483871
1972-02-18,0.0,0,29,-0.7161290322580645
1972-02-19,0.0,0,30,-1.1225806451612903
1972-02-20,0.0,0,31,-1.5475806451612903
1972-02-21,0.0,0,32,-1.4056451612903227
1972-02-22,0.0,0,33,-0.6717741935483871
1972-02-23,0.0,0,34,-0.6201612903225807
1972-02-24,0.0,0,35,-0.5
1972-02-25,0.0,0,36,-0.9080645161290322
1972-02-26,0.0,0,37,-0.5387096774193548
1972-02-27,0.0,0,38,-0.5362903225806451
1972-02-28,0.0,0,39,-0.817741935483871
1972-02-29,0.0,0,40,-0.3596774193548387
1972-03-01,0.0,0,41,-0.5709677419354838
1972-03-02,0.0,0,42,-0.8516129032258064
1972-03-03,0.0,0,43,-0.6870967741935484
1972-03-04,0.0,0,44,-1.5233870967741936
1972-03-05,0.0,0,45,-0.657258064516129
1972-03-06,0.0,0,46,-0.6129032258064516
1972-03-07,0.0,0,47,-0.7153225806451613
1972-03-08,0.0,0,48,-0.3959677419354839
1972-03-09,0.0,0,49,-0.714516129032258
1972-03-10,0.0,0,50,-1.0048387096774194
1972-03-11,0.0,0,51,-1.3387096774193548
1972-03-12,0.0,0,52,-0.717741935483871
1972-03-13,0.0,0,53,-2.6588709677419353
1972-03-14,0.0,0,54,-0.6467741935483872
1972-03-15,0.0,0,55,-0.22903225806451613
1972-03-16,0.0,0,56,-0.21693548387096775
1972-03-17,0.0,0,57,-0.24516129032258063
1972-03-18,0.0,0,58,-0.12096774193548387
1972-03-19,0.0,0,59,-0.3129032258064516
1972-03-20,0.0,0,60,-0.3169354838709677
1972-03-21,0.0,0,61,-0.7282258072207052
1972-03-22,0.0,0,62,-0.9790322580645161
1972-03-23,0.0,0,63,-0.30564516129032254
1972-03-24,0.0,0,64,-0.16370967741935485
1972-03-25,0.0,0,65,-0.6895161290322581
1972-03-26,0.0,0,66,-0.2846774193548387
1972-03-27,0.0,0,67,-0.8322580645161289
1972-03-28,0.0,0,68,-0.8169354838709677
1972-03-29,0.0,0,69,-0.5830645161290323
1972-03-30,0.0,0,70,-0.5153225806451612
1972-03-31,0.0,0,71,-1.445967741935484
1972-04-01,0.0,0,72,-0.4314516129993623
1972-04-02,0.0,0,73,-0.6741935483870968
1972-04-03,0.0,0,74,-1.261290322580645
1972-04-04,0.0,0,75,-1.2419354838709677
1972-04-05,0.0,0,76,-0.5233870967741936
1972-04-06,0.0,0,77,-0.3588709677419355
1972-04-07,0.0,0,78,-0.25806451612903225
1972-04-08,0.0,0,79,-0.4120967741935484
1972-04-09,0.0,0,80,-0.9943548387096774
1972-04-10,0.0,0,81,-1.9314516129032258
1972-04-11,0.0,0,82,-2.5935483870967744
1972-04-12,0.0,0,83,-3.6379032258545196
1972-04-13,1.6,1,0,-1.3887096774193548
1972-04-14,0.0,0,1,-0.8669354838709677
1972-04-15,0.0,0,2,-0.5967741935483871
1972-04-16,5.0,1,0,3.9080645161290324
1972-04-17,0.0,0,1,-1.2701612903225807
1972-04-18,0.0,0,2,-1.1524193548387098
1972-04-19,0.0,0,3,-1.3048387096774194
1972-04-20,0.0,0,4,-1.0516129032258066
1972-04-21,2.4,1,0,0.9975806451612901
1972-04-22,0.3,2,0,-0.6475806451612904
1972-04-23,0.0,0,1,-0.9258064516129033
1972-04-24,0.0,0,2,-1.1096774193548387
1972-04-25,0.0,0,3,-1.2661290322580645
1972-04-26,0.0,0,4,-0.5701612903225807
1972-04-27,0.0,0,5,-0.6879032258064516
1972-04-28,0.0,0,6,-0.6612903225806451
1972-04-29,0.0,0,7,-0.532258064516129
1972-04-30,0.0,0,8,-1.4733870967741938
1972-05-01,0.0,0,9,-0.7629032258064516
1972-05-02,0.0,0,10,-0.8733870967741936
1972-05-03,0.0,0,11,-1.8435483870967742
1972-05-04,0.0,0,12,-1.5153225806451613
1972-05-05,2.7,1,0,0.3620967741935486
1972-05-06,0.0,0,1,-3.625806451612903
1972-05-07,0.0,0,2,-1.214516129032258
1972-05-08,0.0,0,3,-1.303225806643886
1972-05-09,0.0,0,4,-1.0112903224845087
1972-05-10,15.8,1,0,14.839516129032258
1972-05-11,11.9,2,0,10.888709677419355
1972-05-12,2.2,3,0,-0.5233870967741932
1972-05-13,3.6,4,0,1.5411290322460474
1972-05-14,1.7,5,0,0.7137096774193549
1972-05-15,0.8,6,0,-1.784677419450975
1972-05-16,0.0,0,1,-2.7548387219828943
1972-05-17,0.0,0,2,-2.8806451620594147
1972-05-18,0.0,0,3,-1.6911290322580645
1972-05-19,0.0,0,4,-2.068548387096774
1972-05-20,0.3,1,0,-1.0701612903225806
1972-05-21,0.0,0,1,-0.8693548383251313
1972-05-22,0.0,0,2,-1.0516129028412604
1972-05-23,0.0,0,3,-1.1314516127109526
1972-05-24,0.0,0,4,-1.7741935483870968
1972-05-25,0.0,0,5,-0.957258064516129
1972-05-26,0.0,0,6,-1.8233870967741934
1972-05-27,1.2,1,0,0.4653225806451613
1972-05-28,0.0,0,1,-0.5919354838709678
1972-05-29,0.0,0,2,-0.7250000000000001
1972-05-30,0.0,0,3,-0.5145161290322581
1972-05-31,1.2,1,0,0.07499999999999996
1972-06-01,0.0,0,1,-1.525806451612903
1972-06-02,0.0,0,2,-2.799193545310728
1972-06-03,0.0,0,3,-1.560483870967742
1972-06-04,0.0,0,4,-0.7790322582567891
1972-06-05,0.0,0,5,-1.6233870967741937
1972-06-06,1.9,1,0,0.3959677415509375
1972-06-07,0.0,0,1,-1.5209677419354841
1972-06-08,2.3,1,0,1.3209677403972995
1972-06-09,0.0,0,1,-0.7056451612903226
1972-06-10,0.0,0,2,-1.7419354838709677
1972-06-11,0.0,0,3,-1.6169354836786947
1972-06-12,0.0,0,4,-1.7346774193548387
1972-06-13,0.0,0,5,-2.0556451612903226
1972-06-14,0.0,0,6,-1.3338709677419356
1972-06-15,0.0,0,7,-0.8008064516129032
1972-06-16,0.0,0,8,-1.413709677419355
1972-06-17,0.0,0,9,-1.471774193548387
1972-06-18,1.4,1,0,0.3766129032258063
1972-06-19,0.0,0,1,-0.9427419355079051
1972-06-20,0.0,0,2,-0.7701612910916728
1972-06-21,8.8,1,0,7.814516129032259
1972-06-22,4.9,2,0,3.951612903225807
1972-06-23,27.0,3,0,25.70806451612903
1972-06-24,5.8,4,0,5.054032258833608
1972-06-25,0.0,0,1,-0.5967741935483871
1972-06-26,0.0,0,2,-0.7508064516129032
1972-06-27,0.0,0,3,-0.7862903225806451
1972-06-28,0.3,1,0,-0.4387096774193548
1972-06-29,0.0,0,1,-0.7798387096774194
1972-06-30,0.0,0,2,-1.0524193548387097
1972-07-01,0.0,0,3,-1.7717741966247558
1972-07-02,0.0,0,4,-1.0790322580885503
1972-07-03,0.0,0,5,-2.15241935483871
1972-07-04,1.5,1,0,-0.189516129032258
1972-07-05,0.0,0,1,-1.6274193548387097
1972-07-06,1.0,1,0,-0.9661290322700817
1972-07-07,0.0,0,1,-2.268548387096774
1972-07-08,0.0,0,2,-0.5379032256141786
1972-07-09,2.5,1,0,0.9951612903225806
1972-07-10,0.0,0,1,-1.2379032258064515
1972-07-11,17.9,1,0,16.251612903225805
1972-07-12,0.0,0,1,-1.4701612903225807
1972-07-13,0.0,0,2,-1.4580645163213053
1972-07-14,0.0,0,3,-1.9725806451612902
1972-07-15,0.0,0,4,-1.2983870967741935
1972-07-16,0.0,0,5,-1.2838709677659697
1972-07-17,0.0,0,6,-2.342741935483871
1972-07-18,0.0,0,7,-1.1879032258064517
1972-07-19,0.4,1,0,-0.49435483870967745
1972-07-20,0.9,2,0,-0.4653225806451614
1972-07-21,0.0,0,1,-1.7266129032258064
1972-07-22,0.0,0,2,-1.2862903225806452
1972-07-23,1.3,1,0,-1.2161290322580645
1972-07-24,18.4,2,0,15.703225806451611
1972-07-25,0.0,0,1,-1.6201612903225806
1972-07-26,0.0,0,2,-1.7427419352915978
1972-07-27,0.0,0,3,-1.8741935483870968
1972-07-28,0.0,0,4,-1.8016129032258066
1972-07-29,0.0,0,5,-1.7201612903225805
1972-07-30,1.3,1,0,0.1475806451612902
1972-07-31,0.0,0,1,-2.47258064516129
1972-08-01,0.0,0,2,-2.485483870967742
1972-08-02,1.2,1,0,0.38790322580645153
1972-08-03,2.4,2,0,1.0951612903225805
1972-08-04,0.0,0,1,-1.6943548387096774
1972-08-05,0.0,0,2,-2.0370967757317326
1972-08-06,0.0,0,3,-2.514516129224531
1972-08-07,0.0,0,4,-1.0153225821833456
1972-08-08,3.4,1,0,1.1645161305704423
1972-08-09,1.1,2,0,-1.3758064500747187
1972-08-10,0.0,0,1,-2.075806451612903
1972-08-11,0.0,0,2,-2.6491935491561893
1972-08-12,0.0,0,3,-3.6919354838709677
1972-08-13,6.3,1,0,4.316935483870967
1972-08-14,0.0,0,1,-1.7838709677419353
1972-08-15,0.0,0,2,-1.9935483871208084
1972-08-16,0.2,1,0,-3.1225806451612903
1972-08-17,0.0,0,1,-3.0862903226287135
1972-08-18,0.0,0,2,-3.001612903273875
1972-08-19,0.0,0,3,-2.5370967742416166
1972-08-20,2.8,1,0,-1.0766129034180798
1972-08-21,0.4,2,0,-3.4733870965819205
1972-08-22,0.0,0,1,-4.494354838805814
1972-08-23,0.0,0,2,-2.9379032258064517
1972-08-24,2.0,1,0,-0.3306451612903225
1972-08-25,0.0,0,1,-2.203225806451613
1972-08-26,0.0,0,2,-4.141935483870968
1972-08-27,0.0,0,3,-2.541935483870968
1972-08-28,0.0,0,4,-2.3629032258064515
1972-08-29,0.0,0,5,-2.638709677419355
1972-08-30,0.0,0,6,-3.4120967741935484
1972-08-31,0.0,0,7,-4.0717741935483875
1972-09-01,0.0,0,8,-2.7629032259987247
1972-09-02,0.1,1,0,-1.975806451612903
1972-09-03,1.9,2,0,-0.8967741935483873
1972-09-04,0.0,0,1,-2.4685483872890472
1972-09-05,0.0,0,2,-2.112096774193548
1972-09-06,0.0,0,3,-3.2879032258064513
1972-09-07,0.0,0,4,-3.226612903225807
1972-09-08,9.5,1,0,7.419354839094224
1972-09-09,24.4,2,0,21.24758064516129
1972-09-10,1.3,3,0,-1.4419354846400603
1972-09-11,0.0,0,1,-3.7564516129032257
1972-09-12,0.0,0,2,-1.8903225802606152
1972-09-13,0.0,0,3,-1.7870967741935484
1972-09-14,0.0,0,4,-2.4749999999999996
1972-09-15,0.0,0,5,-2.0564516129993624
1972-09-16,8.2,1,0,4.499999999999999
1972-09-17,0.1,2,0,-2.6161290322580646
1972-09-18,0.0,0,1,-2.2096774193548385
1972-09-19,0.8,1,0,-2.4750000000000005
1972-09-20,1.9,2,0,-1.516129032258065
1972-09-21,0.0,0,1,-2.091935483870968
1972-09-22,0.0,0,2,-2.4749999999999996
1972-09-23,0.0,0,3,-2.5580645161290323
1972-09-24,0.0,0,4,-2.8370967741935487
1972-09-25,1.2,1,0,-3.7161290322580642
1972-09-26,0.3,2,0,-2.535483870967742
1972-09-27,0.0,0,1,-2.942741935483871
1972-09-28,24.4,1,0,19.95241935483871
1972-09-29,3.1,2,0,-1.2016129032258065
1972-09-30,1.4,3,0,-1.5967741933561141
1972-10-01,0.0,0,1,-2.463709677803901
1972-10-02,0.0,0,2,-3.425
1972-10-03,13.1,1,0,9.07016129032258
1972-10-04,2.7,2,0,-0.6161290322580641
1972-10-05,6.9,3,0,1.194354837940585
1972-10-06,1.8,4,0,-1.3516129028412605
1972-10-07,0.0,0,1,-3.0451612899380347
1972-10-08,0.0,0,2,-4.020161289938034
1972-10-09,0.4,1,0,-3.281451612903226
1972-10-10,0.0,0,1,-4.537903225806452
1972-10-11,0.0,0,2,-5.1387096778039005
1972-10-12,0.0,0,3,-5.15241935483871
1972-10-13,0.0,0,4,-4.811290324118829
1972-10-14,0.0,0,5,-6.774193554539834
1972-10-15,0.0,0,6,-7.070161290322581
1972-10-16,0.3,1,0,-7.17177419374066
1972-10-17,24.2,2,0,14.921774193548387
1972-10-18,0.0,0,1,-8.80241935483871
1972-10-19,0.0,0,2,-9.922580645065155
1972-10-20,0.2,1,0,-12.361290322580645
1972-10-21,30.9,2,0,21.690322577568793
1972-10-22,44.8,3,0,29.99596774193548
1972-10-23,0.6,4,0,-12.110483870967741
1972-10-24,16.9,5,0,6.464516129032257
1972-10-25,25.1,6,0,14.099193554539836
1972-10-26,114.0,7,0,99.87903225806451
1972-10-27,157.2,8,0,143.24516129032256
1972-10-28,23.7,9,0,13.094354838709677
1972-10-29,36.9,10,0,24.289516129032258
1972-10-30,15.9,11,0,3.344354838709677
1972-10-31,0.0,0,1,-12.954838715830157
1972-11-01,34.1,1,0,17.256451619055962
1972-11-02,21.1,2,0,4.810483870967744
1972-11-03,37.0,3,0,19.69838709831238
1972-11-04,7.2,4,0,-10.611290324118833
1972-11-05,22.3,5,0,5.466935483486424
1972-11-06,106.0,6,0,87.65887096774193
1972-11-07,18.2,7,0,-1.5169354777182313
1972-11-08,30.6,8,0,12.066935496176445
1972-11-09,64.2,9,0,47.21370967895754
1972-11-10,14.1,10,0,-0.33709677400127447
1972-11-11,7.1,11,0,-8.212903225806452
1972-11-12,7.7,12,0,-5.473387096774194
1972-11-13,0.0,0,1,-12.500806450843811
1972-11-14,0.0,0,2,-17.31854838748132
1972-11-15,0.0,0,3,-14.463709677419354
1972-11-16,28.0,1,0,20.46693547771823
1972-11-17,16.0,2,0,2.921774193452249
1972-11-18,0.0,0,1,-13.63790322580645
1972-11-19,0.0,0,2,-13.97741935483871
1972-11-20,0.0,0,3,-12.029032258064515
1972-11-21,0.0,0,4,-12.64999997538905
1972-11-22,0.0,0,5,-11.965322580669195
1972-11-23,0.0,0,6,-13.865322580645161
1972-11-24,0.0,0,7,-13.210483872505925
1972-11-25,0.0,0,8,-17.10564516138646
1972-11-26,0.0,0,9,-15.149193545310727
1972-11-27,0.8,1,0,-13.677419330227758
1972-11-28,45.2,2,0,29.419354851015157
1972-11-29,0.7,3,0,-10.495161288784397
1972-11-30,0.0,0,1,-12.991935483895002
1972-12-01,0.0,0,2,-11.508870966203752
1972-12-02,0.0,0,3,-13.81209677111718
1972-12-03,6.2,1,0,-13.378225806451614
1972-12-04,19.4,2,0,2.5895161290322584
1972-12-05,53.1,3,0,41.40887096774193
1972-12-06,133.3,4,0,120.65564516129034
1972-12-07,111.0,5,0,97.10322580645162
1972-12-08,7.6,6,0,0.40000000000000036
1972-12-09,0.0,0,1,-8.346774193548388
1972-12-10,0.0,0,2,-6.440322580645161
1972-12-11,14.7,1,0,9.36290322888282
1972-12-12,1.7,2,0,-4.699193572998047
1972-12-13,8.0,3,0,1.118548374791299
1972-12-14,1.7,4,0,-5.0048387035246815
1972-12-15,0.0,0,1,-8.541129032258064
1972-12-16,0.0,0,2,-6.394354838709678
1972-12-17,2.0,1,0,-5.451612903225806
1972-12-18,0.0,0,1,-7.092741935483871
1972-12-19,0.0,0,2,-7.675806451612903
1972-12-20,0.0,0,3,-4.695161289553488
1972-12-21,1.6,1,0,-5.908064515744487
1972-12-22,16.5,2,0,9.698387096774194
1972-12-23,7.6,3,0,0.8677419354838714
1972-12-24,12.8,4,0,4.232258064516129
1972-12-25,6.0,5,0,1.477419354838709
1972-12-26,6.4,6,0,0.814516129032258
1972-12-27,0.0,0,1,-5.483870967765969
1972-12-28,0.0,0,2,-4.034677419354839
1972-12-29,0.0,0,3,-4.749193548387097
1972-12-30,0.0,0,4,-4.01370968972483
1972-12-31,0.0,0,5,-4.796774196624757
1973-01-01,0.0,0,6,-4.162903225806452
